"","STUDENTID","DISTRICTID","PHOENIX","Y1SCHOOLID","Y3SCHOOLID","FAST","S13A","S13B","LUNCH_STATUS","ATTENDANCE_RATE","S2B","C3YRSTCH","P6","P5","P3A","P3B","P3C","P4A","P4B","P4C","Q11","Q10","Q8A","Q8B","Q8C","Q9A","Q9B","Q9C","R6","R5","R3A","R3B","R3C","R4A","R4B","R4C","S12A","S11","S9A","S9B","S9C","S10A","S10B","S10C","PHQ2","ATTENDANCE_PCT","FR_LUNCH"
"2487","E416070",4,"San Antonio School",416,NA,"FAST Program",1,1,1,0.96,3,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,2,96,"1"
"2488","E404064",4,"San Antonio School",404,404,"Control School",1,1,3,1,2,5,2,2,1,1,1,2,2,2,6,1,1,2,2,1,3,2,6,1,1,1,1,1,1,1,6,2,1,2,1,1,1,1,2,100,"0"
"2489","E419047",4,"San Antonio School",419,442,"Control School",2,2,1,0.983,3,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,4,98.3,"1"
"2490","S113007",1,"Phoenix School",113,NA,"FAST Program",2,2,1,0.994,6,NA,3,2,1,1,2,1,1,1,6,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,99.4,"1"
"2491","E416035",4,"San Antonio School",416,433,"FAST Program",1,1,1,0.927,4,3,4,1,2,2,3,3,3,3,2,2,1,1,2,2,3,1,3,3,1,1,1,1,2,1,0,4,1,1,1,1,1,1,2,92.7,"1"
"2492","E413054",4,"San Antonio School",413,413,"FAST Program",2,2,3,0.994,2,5,4,4,1,2,2,1,2,2,3,3,1,4,3,2,4,2,1,3,2,2,2,2,2,2,4,2,1,4,2,2,3,2,4,99.4,"0"
"2493","E303001",3,"Phoenix School",303,NA,"Control School",1,3,1,0.917,3,NA,4,2,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,2,91.7,"1"
"2494","E226051",2,"Phoenix School",226,226,"Control School",1,1,1,0.993,2,5,5,1,1,1,1,1,4,1,3,1,1,4,3,1,4,1,2,1,1,1,1,1,4,1,5,4,2,1,2,2,1,2,2,99.3,"1"
"2495","E409013",4,"San Antonio School",409,409,"Control School",1,1,1,0.989,2,5,4,1,1,2,3,1,2,3,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,4,1,2,2,2,2,2,2,98.9,"1"
"2496","E419069",4,"San Antonio School",419,419,"Control School",1,1,3,0.994,2,5,6,3,1,2,2,1,2,2,6,3,1,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,2,2,3,2,3,3,2,99.4,"0"
"2497","E419067",4,"San Antonio School",419,450,"Control School",1,1,3,0.927,1,5,3,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,1,1,3,2,92.7,"0"
"2498","E214072",2,"Phoenix School",214,NA,"FAST Program",1,1,3,0.967,3,NA,6,3,2,2,2,2,2,1,6,3,3,3,3,3,3,1,2,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,2,96.7,"0"
"2499","E402020",4,"San Antonio School",402,402,"Control School",1,2,3,0.994,2,5,6,3,3,3,3,3,3,3,6,3,1,2,2,2,4,3,6,3,3,3,3,4,4,3,7,2,1,1,2,2,4,2,2,99.4,"0"
"2500","S411011",4,"San Antonio School",411,437,"Control School",1,1,3,0.96,1,5,6,3,1,3,4,1,3,3,6,3,1,1,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,3,3,3,3,2,96,"0"
"2501","E414005",4,"San Antonio School",414,414,"FAST Program",1,1,1,0.983,4,5,3,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,6,1,1,1,2,1,2,2,3,3,1,1,1,1,2,2,2,98.3,"1"
"2502","E218008",2,"Phoenix School",218,218,"Control School",1,1,3,0.983,2,5,4,2,3,3,2,3,3,2,4,2,3,3,2,3,3,2,4,2,2,2,2,2,2,2,NA,2,2,3,2,2,3,2,2,98.3,"0"
"2503","E220070",2,"Phoenix School",220,220,"FAST Program",2,2,1,0.983,5,5,6,3,1,3,3,1,3,1,6,4,1,3,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,1,1,1,1,4,98.3,"1"
"2504","E419002",4,"San Antonio School",419,419,"Control School",1,1,2,0.966,3,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,96.6,"1"
"2505","E218113",2,"Phoenix School",218,218,"Control School",2,2,3,0.983,3,5,5,3,1,2,2,1,2,2,5,3,1,2,2,1,2,2,6,2,2,2,2,2,2,2,7,3,2,3,3,2,3,3,4,98.3,"0"
"2506","E420038",4,"San Antonio School",420,435,"Control School",1,1,3,0.994,2,5,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,5,1,1,1,2,1,2,1,4,1,1,1,2,1,1,2,2,99.4,"0"
"2507","E410053",4,"San Antonio School",410,410,"Control School",1,1,3,0.977,2,5,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,2,1,2,2,3,2,1,1,1,1,1,1,2,97.7,"0"
"2508","E425040",4,"San Antonio School",425,425,"FAST Program",2,1,1,0.983,2,5,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,1,1,1,4,98.3,"1"
"2509","E402021",4,"San Antonio School",402,402,"Control School",1,1,1,0.915,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,91.5,"1"
"2510","E408009",4,"San Antonio School",408,408,"FAST Program",2,1,1,0.985,2,5,6,3,3,3,4,3,3,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,4,98.5,"1"
"2511","E415001",4,"San Antonio School",415,415,"FAST Program",1,1,2,0.972,2,5,3,1,1,1,2,1,1,2,3,2,1,1,3,1,2,2,3,2,1,1,3,1,2,3,2,1,1,1,2,1,1,2,2,97.2,"1"
"2512","E206023",2,"Phoenix School",206,206,"Control School",2,1,3,0.972,3,NA,4,3,2,2,2,2,2,2,5,3,2,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,3,2,2,3,2,4,97.2,"0"
"2513","E206014",2,"Phoenix School",206,206,"Control School",1,1,3,0.972,5,5,1,4,1,3,2,1,3,2,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,97.2,"0"
"2514","E218097",2,"Phoenix School",218,218,"Control School",2,2,3,0.972,2,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,1,1,1,2,1,1,2,7,1,1,3,3,1,3,3,4,97.2,"0"
"2515","E206053",2,"Phoenix School",206,214,"Control School",2,1,1,0.965,3,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,1,1,2,1,4,96.5,"1"
"2516","E412038",4,"San Antonio School",412,412,"Control School",1,1,1,0.921,3,5,0,4,1,4,4,2,1,3,2,1,3,1,2,3,1,2,5,1,3,1,3,2,1,3,5,3,1,1,3,3,1,3,2,92.1,"1"
"2517","E210031",2,"Phoenix School",210,210,"FAST Program",1,1,3,0.978,3,5,5,2,2,1,2,2,2,2,6,2,3,3,3,3,3,3,6,2,3,3,3,3,3,3,5,4,2,2,3,2,2,3,2,97.8,"0"
"2518","E226001",2,"Phoenix School",226,226,"Control School",2,2,3,0.994,3,5,6,3,2,2,2,2,2,2,6,2,2,4,4,2,4,2,6,3,2,3,3,2,3,3,4,4,2,4,3,2,3,3,4,99.4,"0"
"2519","E413030",4,"San Antonio School",413,413,"FAST Program",2,1,1,0.938,3,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,93.8,"1"
"2520","E210050",2,"Phoenix School",210,210,"FAST Program",1,1,1,1,2,5,2,1,1,1,2,1,1,2,2,2,2,1,3,2,2,2,4,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,2,100,"1"
"2521","E411021",4,"San Antonio School",411,411,"Control School",1,1,2,0.989,2,5,5,4,4,3,3,3,3,3,6,3,3,3,3,3,4,2,5,2,3,3,3,3,3,3,7,3,3,3,3,3,3,3,2,98.9,"1"
"2522","E214077",2,"Phoenix School",214,214,"FAST Program",1,1,3,0.994,4,5,6,3,3,3,4,3,3,4,6,2,3,3,4,3,3,4,6,2,1,1,3,1,1,2,7,3,4,4,4,4,4,4,2,99.4,"0"
"2523","E406008",4,"San Antonio School",406,446,"FAST Program",1,1,3,1,2,5,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,2,2,2,2,2,100,"0"
"2524","E415049",4,"San Antonio School",415,430,"FAST Program",1,1,1,0.989,3,3,6,4,1,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,1,1,1,1,1,2,98.9,"1"
"2525","E210042",2,"Phoenix School",210,210,"FAST Program",1,1,3,0.922,3,5,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,2,3,3,3,2,92.2,"0"
"2526","E404068",4,"San Antonio School",404,404,"Control School",1,1,3,0.944,3,5,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,94.4,"0"
"2527","E423007",4,"San Antonio School",423,423,"Control School",1,1,1,0.966,4,5,6,3,2,2,1,2,2,3,3,2,2,2,2,2,2,3,6,2,2,2,2,2,2,2,6,3,2,2,2,2,2,2,2,96.6,"1"
"2528","E408067",4,"San Antonio School",408,408,"FAST Program",1,1,1,0.943,3,5,3,1,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,2,94.3,"1"
"2529","E420042",4,"San Antonio School",420,NA,"Control School",3,1,1,0.859,2,NA,3,3,2,2,2,3,3,3,6,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,3,3,6,85.9,"1"
"2530","E406058",4,"San Antonio School",406,406,"FAST Program",2,2,1,0.994,2,5,3,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,6,3,1,2,1,1,2,1,5,1,1,2,1,1,2,2,4,99.4,"1"
"2531","E414004",4,"San Antonio School",414,414,"FAST Program",4,1,3,0.972,3,3,3,1,3,1,4,1,1,1,3,1,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,8,97.2,"0"
"2532","E419024",4,"San Antonio School",419,419,"Control School",1,1,3,0.831,2,2,1,3,1,1,3,1,1,3,3,2,1,1,2,1,1,2,4,4,2,4,4,2,4,4,2,2,1,2,2,1,2,2,2,83.1,"0"
"2533","E408036",4,"San Antonio School",408,408,"FAST Program",3,1,1,0.921,3,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,4,1,1,1,1,2,1,6,92.1,"1"
"2534","E408003",4,"San Antonio School",408,408,"FAST Program",1,1,1,0.893,4,5,6,4,2,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,1,2,1,3,3,4,2,1,2,2,2,2,2,2,89.3,"1"
"2535","E414018",4,"San Antonio School",414,414,"FAST Program",1,2,1,0.983,1,5,6,1,3,3,3,3,3,3,6,3,3,3,3,4,4,4,6,3,3,3,3,3,3,3,6,1,1,1,1,1,1,1,2,98.3,"1"
"2536","E410021",4,"San Antonio School",410,410,"Control School",1,2,1,0.955,2,5,3,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,1,2,1,2,95.5,"1"
"2537","E220074",2,"Phoenix School",220,220,"FAST Program",2,2,3,0.922,4,2,6,2,2,3,2,2,3,2,6,3,3,3,3,2,2,2,5,3,3,3,2,3,3,2,7,3,3,4,3,2,3,3,4,92.2,"0"
"2538","E224004",2,"Phoenix School",224,229,"Control School",1,1,3,0.989,2,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,98.9,"0"
"2539","E206001",2,"Phoenix School",206,206,"Control School",2,2,2,0.994,2,5,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,5,1,1,1,1,1,1,1,4,99.4,"1"
"2540","E401047",4,"San Antonio School",401,401,"FAST Program",1,1,3,0.949,3,4,6,3,1,3,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,1,2,2,1,2,2,94.9,"0"
"2541","E325008",3,"Phoenix School",325,325,"Control School",3,2,1,0.972,1,5,4,3,2,2,3,2,2,2,2,1,1,1,1,1,2,1,4,3,1,1,2,1,2,2,6,1,1,1,1,1,2,1,6,97.2,"1"
"2542","E220038",2,"Phoenix School",220,NA,"FAST Program",2,1,2,0.911,4,NA,4,3,1,2,2,1,3,1,4,4,1,3,3,1,3,2,2,3,1,1,1,1,1,1,2,4,2,2,2,2,2,2,4,91.1,"1"
"2543","E411045",4,"San Antonio School",411,411,"Control School",1,1,3,0.983,2,5,4,3,3,3,2,3,3,2,5,3,2,3,2,2,3,2,4,3,2,1,1,1,2,1,5,4,3,3,2,3,3,2,2,98.3,"0"
"2544","E422021",4,"San Antonio School",422,422,"Control School",1,1,2,0.989,4,5,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,0,3,1,1,1,1,1,1,0,3,1,2,2,1,2,2,2,98.9,"1"
"2545","E413016",4,"San Antonio School",413,413,"FAST Program",1,1,1,0.921,2,3,6,1,1,1,2,1,2,2,0,1,1,1,1,1,1,1,2,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,92.1,"1"
"2546","E402017",4,"San Antonio School",402,402,"Control School",1,1,3,0.977,5,5,0,1,1,1,1,4,1,1,6,1,2,4,3,2,4,3,2,2,1,1,1,2,2,1,5,2,1,1,3,2,2,2,2,97.7,"0"
"2547","E218100",2,"Phoenix School",218,229,"Control School",1,1,1,0.944,4,5,5,3,1,1,1,1,1,1,5,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,94.4,"1"
"2548","E417044",4,"San Antonio School",417,427,"Control School",2,1,3,0.944,3,5,4,1,1,1,1,1,1,2,6,4,1,1,1,2,NA,1,3,2,1,2,2,1,3,2,3,1,1,1,1,1,1,1,4,94.4,"0"
"2549","E415032",4,"San Antonio School",415,415,"FAST Program",1,1,1,0.904,5,5,4,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,4,3,3,4,2,2,90.4,"1"
"2550","E425046",4,"San Antonio School",425,458,"FAST Program",2,2,3,0.977,3,5,2,2,1,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,3,3,3,3,4,97.7,"0"
"2551","E403027",4,"San Antonio School",403,403,"FAST Program",1,1,1,0.949,4,5,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,2,94.9,"1"
"2552","E407005",4,"San Antonio School",407,407,"FAST Program",3,2,3,0.938,1,5,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,3,5,2,2,1,2,2,3,2,6,93.8,"0"
"2553","E414052",4,"San Antonio School",414,406,"FAST Program",3,2,1,0.934,2,1,3,2,1,3,4,1,2,3,6,3,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,3,1,1,3,6,93.4,"1"
"2554","E419072",4,"San Antonio School",419,419,"Control School",1,1,3,0.938,2,5,6,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,4,4,4,4,4,2,4,1,1,1,1,1,1,2,93.8,"0"
"2555","E416001",4,"San Antonio School",416,NA,"FAST Program",2,2,2,0.949,2,NA,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,4,1,2,3,2,2,2,1,4,94.9,"1"
"2556","E415046",4,"San Antonio School",415,415,"FAST Program",1,1,1,1,4,5,0,1,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,2,100,"1"
"2557","E411053",4,"San Antonio School",411,411,"Control School",1,1,3,0.972,1,4,4,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,97.2,"0"
"2558","E421046",4,"San Antonio School",421,435,"FAST Program",1,1,3,0.701,2,NA,3,4,1,1,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,1,1,1,2,70.1,"0"
"2559","E425031",4,"San Antonio School",425,NA,"FAST Program",1,1,1,0.977,1,NA,1,2,1,2,2,1,2,1,0,3,1,2,1,1,3,1,4,2,1,3,2,2,3,2,0,1,1,1,1,1,2,2,2,97.7,"1"
"2560","E415040",4,"San Antonio School",415,NA,"FAST Program",2,1,1,0.972,2,NA,3,1,1,1,2,2,1,2,3,3,1,2,3,2,2,3,6,3,3,3,3,3,3,3,4,3,2,3,3,2,3,3,4,97.2,"1"
"2561","E408014",4,"San Antonio School",408,408,"FAST Program",1,4,1,0.96,2,5,1,1,1,1,1,4,4,4,6,3,3,3,3,4,4,4,2,1,1,1,1,4,1,1,0,1,1,1,1,1,1,1,2,96,"1"
"2562","E405021",4,"San Antonio School",405,405,"Control School",1,1,3,0.994,2,5,6,3,3,3,3,3,3,3,NA,NA,2,2,4,NA,NA,NA,6,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,2,99.4,"0"
"2563","E401070",4,"San Antonio School",401,401,"FAST Program",2,2,2,0.938,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,4,93.8,"1"
"2564","E108027",1,"Phoenix School",108,NA,"Control School",2,2,NA,NA,4,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,4,NA,NA
"2565","E117034",1,"Phoenix School",117,117,"Control School",1,2,3,1,1,5,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,3,1,3,3,1,2,100,"0"
"2566","E412042",4,"San Antonio School",412,412,"Control School",1,1,3,0.932,2,5,0,1,1,1,2,1,1,1,0,1,1,1,2,1,1,2,5,2,2,2,2,2,2,2,5,2,2,4,4,2,4,4,2,93.2,"0"
"2567","E218108",2,"Phoenix School",218,218,"Control School",1,1,3,0.983,4,5,4,4,1,3,3,4,3,3,4,4,1,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,1,3,3,2,3,2,98.3,"0"
"2568","E117037",1,"Phoenix School",117,128,"Control School",3,3,1,0.944,3,5,2,3,1,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,2,1,4,4,4,6,94.4,"1"
"2569","E218106",2,"Phoenix School",218,218,"Control School",1,1,3,0.972,2,5,2,1,3,1,1,2,1,1,2,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,1,1,1,2,97.2,"0"
"2570","E401025",4,"San Antonio School",401,401,"FAST Program",1,1,2,1,2,4,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,1,2,2,1,2,100,"1"
"2571","E206054",2,"Phoenix School",206,206,"Control School",1,1,1,0.906,3,NA,3,4,4,3,4,3,3,3,3,3,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,1,1,2,90.6,"1"
"2572","E220056",2,"Phoenix School",220,220,"FAST Program",1,1,3,0.967,3,5,5,3,1,1,3,3,2,2,5,2,1,2,3,4,2,4,4,3,2,2,3,3,2,3,NA,1,1,1,1,4,1,2,2,96.7,"0"
"2573","E226023",2,"Phoenix School",226,234,"Control School",1,1,3,0.961,3,5,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,96.1,"0"
"2574","E325009",3,"Phoenix School",325,NA,"Control School",1,1,1,0.978,5,NA,0,1,NA,2,3,3,2,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,97.8,"1"
"2575","E226045",2,"Phoenix School",226,226,"Control School",1,1,3,0.967,1,5,4,1,1,1,1,1,1,1,6,3,1,2,2,1,3,2,5,2,1,2,3,2,3,3,5,3,1,2,3,1,2,3,2,96.7,"0"
"2576","E406036",4,"San Antonio School",406,406,"FAST Program",2,1,1,0.989,2,5,3,2,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,3,3,1,3,2,2,3,1,2,1,1,2,1,4,98.9,"1"
"2577","E412033",4,"San Antonio School",412,NA,"Control School",1,1,2,0.949,2,NA,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,3,6,4,1,1,4,1,1,4,7,4,1,1,3,1,1,3,2,94.9,"1"
"2578","E315042",3,"Phoenix School",315,315,"Control School",2,2,3,0.977,3,NA,0,1,1,1,1,1,1,1,6,4,1,3,1,3,3,3,0,1,1,2,1,1,2,1,3,1,1,2,1,1,2,1,4,97.7,"0"
"2579","E210032",2,"Phoenix School",210,210,"FAST Program",1,1,1,0.956,1,5,6,2,1,1,3,1,1,3,6,2,1,2,2,1,2,2,6,2,1,1,2,1,2,3,7,1,1,1,1,1,1,2,2,95.6,"1"
"2580","E214053",2,"Phoenix School",214,214,"FAST Program",1,1,3,0.994,1,5,0,2,3,3,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,2,3,2,2,99.4,"0"
"2581","E409019",4,"San Antonio School",409,409,"Control School",2,2,3,0.898,1,5,3,2,1,2,1,2,3,1,5,3,1,2,2,1,4,2,2,1,1,1,1,1,2,1,6,4,1,2,1,1,4,2,4,89.8,"0"
"2582","E111009",1,"Phoenix School",111,111,"Control School",1,3,1,0.933,4,5,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,2,2,1,3,2,3,1,2,1,2,2,93.3,"1"
"2583","E401087",4,"San Antonio School",401,401,"FAST Program",1,1,3,0.989,2,5,2,1,1,1,2,1,1,1,3,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,1,2,2,2,98.9,"0"
"2584","E420078",4,"San Antonio School",420,420,"Control School",1,1,1,0.938,5,5,6,4,3,3,3,3,3,3,5,2,1,1,1,1,1,1,2,2,1,2,1,2,4,2,6,3,1,1,1,2,1,2,2,93.8,"1"
"2585","E413049",4,"San Antonio School",413,413,"FAST Program",1,1,3,0.994,3,5,4,1,1,2,3,1,2,3,5,2,1,1,3,2,2,3,6,2,1,1,2,2,2,3,4,1,1,1,2,1,1,3,2,99.4,"0"
"2586","E415070",4,"San Antonio School",415,NA,"FAST Program",3,1,3,1,2,NA,6,3,2,3,3,3,3,3,5,2,2,2,2,2,3,3,6,3,4,4,4,4,4,4,7,3,3,4,3,4,4,4,6,100,"0"
"2587","E315002",3,"Phoenix School",315,315,"Control School",2,2,2,0.978,3,3,4,2,1,1,2,1,1,2,NA,NA,1,1,2,NA,NA,NA,5,4,1,1,1,1,2,2,4,3,1,2,2,2,2,2,4,97.8,"1"
"2588","E413023",4,"San Antonio School",413,413,"FAST Program",4,1,2,0.966,2,5,NA,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,8,96.6,"1"
"2589","E414040",4,"San Antonio School",414,NA,"FAST Program",1,1,1,0.944,4,NA,0,1,4,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3,1,1,3,2,94.4,"1"
"2590","E420028",4,"San Antonio School",420,420,"Control School",1,1,3,0.949,6,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,94.9,"0"
"2591","E405004",4,"San Antonio School",405,NA,"Control School",3,1,1,0.994,5,NA,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,6,99.4,"1"
"2592","E405022",4,"San Antonio School",405,405,"Control School",1,1,3,0.977,2,5,6,3,1,2,4,4,4,4,6,4,1,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,1,3,2,2,2,2,97.7,"0"
"2593","E418106",4,"San Antonio School",418,418,"FAST Program",1,1,1,0.966,2,NA,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,2,1,1,3,2,1,3,1,3,2,1,2,2,1,2,2,2,96.6,"1"
"2594","E407120",4,"San Antonio School",407,407,"FAST Program",1,2,1,0.977,2,1,1,1,2,1,1,2,1,1,4,3,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,2,2,2,2,97.7,"1"
"2595","E226050",2,"Phoenix School",226,237,"Control School",1,1,3,0.917,3,NA,4,2,1,1,1,1,1,1,5,2,1,1,1,1,1,1,6,4,3,3,4,4,3,3,7,3,4,4,4,4,4,4,2,91.7,"0"
"2596","E214055",2,"Phoenix School",214,NA,"FAST Program",1,1,1,0.989,2,NA,6,4,4,4,4,3,4,4,5,4,4,4,3,3,3,3,3,4,3,3,3,2,3,3,2,4,4,4,4,3,3,4,2,98.9,"1"
"2597","E113005",1,"Phoenix School",113,113,"FAST Program",1,1,1,0.972,2,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,97.2,"1"
"2598","E419048",4,"San Antonio School",419,419,"Control School",2,1,3,0.932,3,5,1,3,1,1,2,1,2,1,2,3,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,3,1,1,2,2,1,2,4,93.2,"0"
"2599","E418101",4,"San Antonio School",418,447,"FAST Program",1,1,2,0.989,2,5,6,2,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,98.9,"1"
"2600","E218062",2,"Phoenix School",218,233,"Control School",3,3,NA,NA,3,5,0,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,NA,NA
